Education,Marital_Status,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Income,Month,Year,Day,Day_of_Week,Age_Range,Total_Spend,Total_Purchase
PhD,Together,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,SP,68682.0,Oct,2013,6,Sun,30-39,1598,24
PhD,Together,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,SP,68682.0,Oct,2013,6,Sun,30-39,1598,24
Master,Married,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,SP,36959.0,Oct,2013,2,Wed,40-49,62,7
PhD,Married,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,SP,46463.0,Aug,2013,18,Sun,50-59,235,17
Graduation,Single,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,SP,61825.0,Aug,2013,7,Wed,40-49,424,15
Graduation,Single,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,SP,61825.0,Aug,2013,7,Wed,40-49,424,15
Graduation,Married,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,SP,28691.0,Jul,2013,4,Thur,30-39,34,5
Graduation,Married,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,SP,28691.0,Jul,2013,4,Thur,30-39,34,5
Graduation,Together,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,SP,54058.0,Jun,2013,4,Tue,40-49,662,20
Graduation,Single,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,SP,84196.0,Jun,2013,3,Mon,40-49,1237,20
Master,Together,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,AUS,38620.0,May,2013,11,Sat,50-59,318,11
Master,Together,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,GER,38620.0,May,2013,11,Sat,50-59,318,11
Graduation,Single,1,0,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,IND,3502.0,Apr,2013,13,Sat,40-49,5,0
Graduation,Married,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,SP,47743.0,Mar,2013,22,Fri,60-69,275,14
PhD,Married,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,SP,80360.0,Mar,2013,3,Sun,70-79,2231,15
Graduation,Married,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,SP,66303.0,Feb,2013,26,Tue,50-59,1286,22
Graduation,Married,0,2,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,CA,52413.0,Feb,2013,2,Sat,50-59,910,26
Graduation,Single,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,1,0,SA,60714.0,Jan,2013,17,Thur,60-69,957,23
Master,Single,1,0,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,1,0,SP,31385.0,Dec,2012,5,Wed,30-39,27,4
2n Cycle,Single,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,SP,83257.0,Sep,2012,18,Tue,20-29,1365,28
PhD,Married,0,1,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,IND,80427.0,Sep,2012,12,Wed,40-49,1835,28
Graduation,Together,0,1,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,SP,38823.0,Aug,2012,30,Thur,70-79,114,7
Graduation,Married,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,CA,42014.0,Aug,2012,17,Fri,40-49,436,20
Graduation,Married,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,SA,42014.0,Aug,2012,17,Fri,40-49,436,20
PhD,Together,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,SP,76140.0,May,2014,13,Tue,70-79,1348,21
2n Cycle,Divorced,1,1,57,77,8,44,10,10,25,5,3,1,4,6,0,0,0,0,0,0,0,CA,41713.0,Apr,2014,29,Tue,50-59,174,13
PhD,Married,0,1,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,SA,62670.0,Feb,2014,2,Sun,60-69,825,22
2n Cycle,Married,0,1,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,SP,70932.0,Jan,2014,19,Sun,80-89,909,22
PhD,Married,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,GER,78939.0,Dec,2013,12,Thur,70-79,1507,20
Graduation,Together,1,1,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,0,SA,44512.0,Aug,2013,30,Fri,60-69,32,6
Graduation,Married,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,SP,63967.0,Aug,2013,9,Fri,50-59,882,23
Graduation,Single,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,SP,90842.0,Jul,2013,29,Mon,70-79,1424,27
PhD,Widow,0,1,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,0,SA,25358.0,Jul,2013,22,Mon,70-79,32,6
Graduation,Single,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,AUS,52247.25135379061,Jun,2013,17,Mon,80-89,46,7
Graduation,Single,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,SP,28567.0,Jun,2013,17,Mon,80-89,46,7
Graduation,Married,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,AUS,66373.0,Jun,2013,12,Wed,40-49,606,23
Graduation,Married,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,AUS,66373.0,Jun,2013,12,Wed,40-49,606,23
Graduation,Together,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,GER,83844.0,May,2013,12,Sun,80-89,1574,20
Graduation,Together,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,SP,83844.0,May,2013,12,Sun,80-89,1574,20
Graduation,Together,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,CA,83844.0,May,2013,12,Sun,80-89,1574,20
PhD,Divorced,1,1,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,SP,83664.0,May,2013,8,Wed,50-59,1173,19
Master,Married,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,SP,27450.0,Apr,2013,15,Mon,70-79,143,7
PhD,Single,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,SP,54880.0,Mar,2013,1,Fri,40-49,795,21
PhD,Married,0,1,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,SP,71322.0,Feb,2013,16,Sat,50-59,1305,28
PhD,Single,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,SP,60000.0,Dec,2012,22,Sat,40-49,1277,24
Master,Together,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,SA,65176.0,Oct,2012,29,Mon,50-59,1531,25
PhD,Together,0,1,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,CA,61010.0,Oct,2012,9,Tue,80-89,1021,26
Graduation,Together,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,SP,31089.0,Aug,2012,17,Fri,40-49,79,10
Graduation,Single,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,SP,20518.0,May,2014,18,Sun,30-39,25,5
PhD,Married,1,1,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,SA,34469.0,May,2014,4,Sun,70-79,62,9
Graduation,Married,0,0,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,GER,28332.0,Apr,2014,30,Wed,80-89,65,8
Graduation,Together,1,1,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,IND,33456.0,Apr,2014,21,Mon,50-59,36,6
PhD,Married,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,SP,38443.0,Jan,2014,27,Mon,50-59,38,6
Graduation,Single,0,1,58,654,7,92,0,15,30,7,9,4,8,6,0,1,1,0,0,0,0,CA,65333.0,Jan,2014,17,Fri,40-49,798,28
Graduation,Divorced,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,SP,82623.0,Nov,2013,10,Sun,80-89,940,16
Graduation,Married,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,SP,73691.0,Nov,2013,6,Wed,50-59,1179,18
Graduation,Together,0,0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,SP,74485.0,Aug,2013,24,Sat,70-79,1734,26
Graduation,Together,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,0,1,SP,65748.0,Apr,2013,15,Mon,60-69,545,18
Basic,Single,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,SP,24367.0,Mar,2013,20,Wed,80-89,24,4
Graduation,Single,0,0,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,1,0,SP,91700.0,Jan,2013,17,Thur,50-59,1968,20
PhD,Married,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,1,0,CA,82017.0,Nov,2012,7,Wed,60-69,729,17
Graduation,Single,0,0,58,635,88,546,172,88,88,3,8,10,4,7,0,0,0,0,0,1,0,US,58138.0,Sep,2012,4,Tue,60-69,1617,25
Master,Married,0,2,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,CA,59354.0,Apr,2014,24,Thur,60-69,459,16
PhD,Married,0,1,59,576,7,115,19,7,7,2,7,4,9,6,0,1,0,0,0,0,0,CA,58482.0,Mar,2014,12,Wed,60-69,731,22
Graduation,Together,1,0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,SP,29478.0,Jan,2014,17,Fri,40-49,20,5
Graduation,Together,0,1,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,SP,64474.0,Oct,2013,22,Tue,80-89,823,22
Master,Single,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,SA,31160.0,Sep,2013,16,Mon,40-49,64,7
Graduation,Married,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,SP,40321.0,Jul,2013,29,Mon,80-89,102,8
Graduation,Married,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,SP,40321.0,Jul,2013,29,Mon,80-89,102,8
Graduation,Single,0,1,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,SA,55239.0,Jul,2013,14,Sun,50-59,779,26
PhD,Widow,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,SP,57513.0,Jul,2013,6,Sat,70-79,1060,27
Graduation,Together,0,1,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,CA,85693.0,Apr,2013,20,Sat,40-49,1169,27
Graduation,Married,0,1,59,548,31,422,0,112,28,4,5,5,11,3,0,0,0,0,0,0,0,SA,71855.0,Jan,2013,16,Wed,40-49,1141,25
Basic,Married,0,0,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,0,US,7500.0,Nov,2012,13,Tue,40-49,61,6
PhD,Married,0,1,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,0,IND,71969.0,Oct,2012,16,Tue,50-59,1086,19
PhD,Married,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,SP,28973.0,Oct,2012,13,Sat,40-49,269,13
Graduation,Single,0,0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,SP,80872.0,May,2014,12,Mon,70-79,1336,19
PhD,Married,0,0,60,611,76,749,59,45,26,1,7,10,6,2,0,0,1,0,0,0,0,CA,84117.0,May,2014,11,Sun,60-69,1566,24
2n Cycle,Single,1,1,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,GER,38741.0,Mar,2014,30,Sun,60-69,61,7
Master,Married,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,SP,38961.0,Dec,2013,30,Mon,40-49,70,6
Graduation,Single,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,SA,75922.0,Dec,2013,9,Mon,50-59,1295,18
Master,Married,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,AUS,56962.0,Oct,2013,11,Fri,50-59,411,21
Master,Married,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,SA,56962.0,Oct,2013,11,Fri,50-59,411,21
Graduation,Widow,0,0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,SP,70165.0,Sep,2013,22,Sun,70-79,926,22
Graduation,Married,0,0,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,0,US,65308.0,Sep,2013,11,Wed,40-49,1211,28
Master,Together,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,SP,29298.0,Sep,2013,7,Sat,70-79,11,4
PhD,Married,0,2,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,SP,63246.0,Aug,2013,20,Tue,50-59,772,22
Graduation,Together,1,1,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,GER,33402.0,Jul,2013,18,Thur,80-89,70,9
Graduation,Single,0,0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,1,0,SP,96843.0,Apr,2013,23,Tue,30-39,1544,28
PhD,Married,0,0,60,1311,0,359,46,89,17,1,4,3,10,2,0,0,1,0,0,1,0,GER,82333.0,Mar,2013,30,Sat,30-39,1822,18
Graduation,Widow,0,0,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,1,0,SP,72643.0,Feb,2013,27,Wed,70-79,1429,21
PhD,Together,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,SP,32313.0,Feb,2013,11,Mon,80-89,159,11
Master,Single,0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,IND,55284.0,Dec,2012,24,Mon,60-69,764,23
Graduation,Divorced,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,1,0,SA,15287.0,Oct,2012,10,Wed,40-49,31,6
Graduation,Divorced,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,1,0,SP,15287.0,Oct,2012,10,Wed,40-49,31,6
PhD,Married,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,SA,51563.0,Oct,2012,1,Mon,30-39,1250,19
Master,Married,1,0,60,1486,55,278,49,0,185,2,4,4,10,6,1,0,1,0,0,1,0,AUS,81929.0,Sep,2012,29,Sat,40-49,2053,20
PhD,Together,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,AUS,53593.0,Aug,2012,7,Tue,60-69,480,23
Master,Married,0,1,61,365,3,15,4,3,11,5,7,2,5,6,0,0,0,0,0,0,0,SA,60432.0,Mar,2014,9,Sun,40-49,401,19
Master,Married,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,SP,66726.0,Jan,2014,12,Sun,60-69,438,17
Graduation,Single,0,1,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,IND,62450.0,Jan,2014,6,Mon,60-69,995,16
2n Cycle,Single,1,0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,IND,49514.0,Dec,2013,17,Tue,40-49,369,13
PhD,Married,1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,GER,43269.0,Sep,2013,16,Mon,80-89,19,4
PhD,Married,2,1,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,CA,33762.0,Jul,2013,7,Sun,60-69,106,9
Graduation,Together,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,SP,60894.0,Jun,2013,28,Fri,50-59,832,26
Graduation,Together,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,0,SP,87771.0,May,2013,22,Wed,60-69,1957,20
Graduation,Together,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,0,CA,87771.0,May,2013,22,Wed,60-69,1957,20
Graduation,Married,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,SP,50737.0,May,2013,11,Sat,60-69,99,7
Graduation,Divorced,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,SP,26150.0,Mar,2013,11,Mon,60-69,28,5
Graduation,Married,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,SP,57304.0,Mar,2013,11,Mon,70-79,1026,25
Graduation,Married,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,SP,71107.0,Feb,2013,17,Sun,70-79,1327,28
Master,Together,1,1,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0,CA,53253.0,Feb,2013,11,Mon,40-49,436,19
Graduation,Married,0,0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,SA,81320.0,Feb,2013,6,Wed,60-69,928,18
2n Cycle,Married,0,0,61,196,25,607,67,17,49,1,4,6,7,2,0,0,0,0,0,0,0,AUS,87000.0,Dec,2012,15,Sat,80-89,961,18
Graduation,Married,0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,IND,40049.0,Nov,2012,29,Thur,40-49,290,14
Graduation,Married,0,1,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,SP,63684.0,Nov,2012,26,Mon,50-59,1464,23
Graduation,Married,0,1,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,SP,69016.0,Nov,2012,22,Thur,50-59,1533,34
Graduation,Married,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,SP,7500.0,Aug,2012,29,Wed,40-49,18,4
Graduation,Married,0,1,61,833,80,363,52,26,174,2,9,5,6,6,1,0,0,0,0,1,0,CA,73803.0,Aug,2012,1,Wed,60-69,1528,22
2n Cycle,Married,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,SP,46094.0,Jun,2014,10,Tue,40-49,44,5
PhD,Married,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,SP,85844.0,May,2014,29,Thur,40-49,1958,20
Master,Married,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,SP,38452.0,Mar,2014,30,Sun,60-69,72,9
Master,Married,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,SP,38452.0,Mar,2014,30,Sun,60-69,72,9
Graduation,Married,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,AUS,80395.0,Nov,2013,23,Sat,60-69,1380,24
Graduation,Together,0,0,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,1,0,CA,87679.0,Jul,2013,27,Sat,30-39,2524,29
Master,Divorced,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,SA,35416.0,Jun,2013,13,Thur,70-79,390,16
PhD,Together,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,SP,44124.0,May,2013,11,Sat,70-79,397,17
PhD,Single,1,1,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,0,SA,50729.0,May,2013,2,Thur,60-69,496,24
Graduation,Together,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,1,0,SA,94384.0,Mar,2013,4,Mon,60-69,2302,18
Graduation,Together,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,1,0,SP,94384.0,Mar,2013,4,Mon,60-69,2302,18
Graduation,Single,1,0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,AUS,34412.0,Feb,2013,13,Wed,30-39,209,11
Graduation,Married,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,SP,31158.0,Jan,2013,27,Sun,30-39,72,7
Graduation,Married,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,CA,34838.0,Jan,2013,19,Sat,70-79,170,10
Graduation,Married,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,SP,56775.0,Jan,2013,2,Wed,40-49,937,25
PhD,Widow,0,1,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,1,0,SP,54356.0,Nov,2012,19,Mon,70-79,775,24
PhD,Married,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,SP,72159.0,Oct,2012,29,Mon,40-49,1401,21
Graduation,Single,0,0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0,SP,8028.0,Sep,2012,18,Tue,30-39,178,16
Master,Together,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,SA,55951.0,Aug,2012,23,Thur,80-89,1374,23
PhD,Together,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,SP,67911.0,May,2014,22,Thur,70-79,976,27
PhD,Together,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,GER,67911.0,May,2014,22,Thur,70-79,976,27
PhD,Together,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SP,20427.0,Mar,2014,24,Mon,40-49,10,4
PhD,Single,0,1,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,IND,32303.0,Mar,2014,8,Sat,50-59,39,7
PhD,Married,0,1,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,AUS,55954.0,Mar,2014,3,Mon,50-59,518,19
PhD,Together,0,1,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,0,SP,49187.0,Jan,2014,11,Sat,40-49,116,8
Master,Together,1,0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,0,CA,49854.0,Nov,2013,10,Sun,80-89,380,18
Graduation,Divorced,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,SA,63693.0,Oct,2013,14,Mon,40-49,1150,29
Graduation,Divorced,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,SA,63693.0,Oct,2013,14,Mon,40-49,1150,29
Master,Married,2,0,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0,CA,19510.0,Sep,2013,4,Wed,30-39,30,6
Graduation,Divorced,0,0,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,IND,52332.0,Aug,2013,28,Wed,60-69,259,12
Graduation,Together,0,1,63,293,8,124,11,4,106,2,6,6,3,6,1,0,0,0,0,0,0,IND,55593.0,Aug,2013,21,Wed,40-49,546,17
Graduation,Together,0,1,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,0,AUS,54591.0,Aug,2013,5,Mon,70-79,519,19
2n Cycle,Widow,0,0,63,570,73,614,133,102,73,1,6,5,11,3,0,0,0,1,0,0,0,CA,74859.0,Jun,2013,3,Mon,70-79,1565,23
Graduation,Divorced,1,1,63,23,1,7,0,4,24,1,1,1,2,7,0,0,0,0,0,0,0,CA,40851.0,Feb,2013,21,Thur,50-59,59,5
PhD,Married,0,1,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,0,US,58607.0,Dec,2012,23,Sun,70-79,972,17
Basic,Single,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,SP,7500.0,Dec,2012,3,Mon,80-89,119,11
PhD,Single,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,SP,52614.0,Dec,2012,1,Sat,40-49,990,16
PhD,Single,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,ME,52614.0,Dec,2012,1,Sat,40-49,990,16
Graduation,Married,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,SP,67445.0,Aug,2012,12,Sun,40-49,1174,32
Graduation,Married,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,IND,67445.0,Aug,2012,12,Sun,40-49,1174,32
Graduation,Married,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,AUS,67445.0,Aug,2012,12,Sun,40-49,1174,32
PhD,Married,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,SP,36778.0,Aug,2012,5,Sun,50-59,77,9
Graduation,Together,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,SP,39453.0,Apr,2014,3,Thur,30-39,55,7
PhD,Together,1,0,64,159,2,51,6,2,24,3,4,1,5,5,0,0,0,0,0,0,0,SA,42731.0,Oct,2013,21,Mon,50-59,244,13
PhD,Single,0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,CA,40760.0,Aug,2013,30,Fri,50-59,93,8
PhD,Married,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,1,0,SP,69969.0,Aug,2013,27,Tue,50-59,1536,13
Graduation,Single,0,0,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,CA,80317.0,Aug,2013,20,Tue,60-69,1231,18
Master,Together,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,SP,66636.0,Aug,2013,17,Sat,60-69,1084,17
Master,Married,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,SP,54730.0,Aug,2013,15,Thur,40-49,405,18
Master,Divorced,1,1,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,IND,42835.0,Jun,2013,30,Sun,50-59,595,23
Master,Married,0,1,64,378,0,88,19,4,73,4,8,5,3,7,0,0,0,0,0,0,0,SA,53843.0,Jun,2013,27,Thur,50-59,562,20
Graduation,Married,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,SP,79530.0,May,2013,17,Fri,60-69,1348,26
Master,Divorced,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,SA,63841.0,Apr,2013,21,Sun,50-59,908,22
Master,Divorced,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,SP,63841.0,Apr,2013,21,Sun,50-59,908,22
Master,Divorced,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,AUS,63841.0,Apr,2013,21,Sun,50-59,908,22
